_id,jteid,persid,hhid,starthour,startime,arrhour,arrtime,dephour,deptime,jtetraveltime,jte_at,jteelapsedtime,jtedist,origLGA,destLGA,destplace,jtemode,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,dur1,dur2,dur3,dur4,dur5,dur6,dur7,dur8,dur9,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,place1,place2,place3,place4,place5,place6,place7,place8,place9,purp1,purp2,purp3,purp4,purp5,purp6,purp7,purp8,purp9,stop1,stop2,stop3,stop4,stop5,stop6,stop7,stop8,stop9,time1,time2,time3,time4,time5,time6,time7,time8,time9,wdjtewgt_LGA,wejtewgt_LGA
39,Y12H0010217P03JTE1,Y12H0010217P03,Y12H0010217,8,520,8,524,15,915,4,0,4,0.92,Greater Dandenong (C),Greater Dandenong (C),Primary School,Walking,0.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,391,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0010217P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,105.34,
40,Y12H0010217P04JTE1,Y12H0010217P04,Y12H0010217,8,520,8,524,15,915,4,0,4,0.92,Greater Dandenong (C),Greater Dandenong (C),Primary School,Walking,0.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,391,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0010217P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,103.97,
41,Y12H0010224P02JTE1,Y12H0010224P02,Y12H0010224,8,480,9,540,11,705,60,0,60,21.07,Monash (C),Casey (C),Tertiary,Vehicle Driver,21.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,165,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0010224P02S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,115.93,
42,Y12H0010226P03JTE1,Y12H0010226P03,Y12H0010226,8,530,8,535,15,940,5,0,5,1.63,Monash (C),Monash (C),Primary School,Vehicle Passenger,1.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,405,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0010226P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,114.89,
43,Y12H0010226P04JTE1,Y12H0010226P04,Y12H0010226,8,530,8,535,15,940,5,0,5,1.63,Monash (C),Monash (C),Primary School,Vehicle Passenger,1.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,405,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0010226P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,117.76,
44,Y12H0010227P05JTE1,Y12H0010227P05,Y12H0010227,9,540,9,560,13,795,20,0,20,8.47,Monash (C),Monash (C),Primary School,Vehicle Passenger,8.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,235,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0010227P05S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,301.16
45,Y12H0010232P03JTE1,Y12H0010232P03,Y12H0010232,8,510,8,525,15,930,15,0,15,4.3,Monash (C),Monash (C),Secondary School,Vehicle Passenger,4.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,405,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0010232P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,106.36,
46,Y12H0010232P04JTE1,Y12H0010232P04,Y12H0010232,8,510,8,530,15,910,20,0,20,6.98,Monash (C),Monash (C),Primary School,Vehicle Passenger,4.3,2.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,380,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Accompany Someone,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0010232P04S01,Y12H0010232P04S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,110.84,
47,Y12H0010401P03JTE1,Y12H0010401P03,Y12H0010401,7,455,8,500,15,930,43,2,45,11.38,Melbourne (C),Bayside (C),Secondary School,Vehicle Passenger,1.61,9.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,430,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Someone Else's Home,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Other Purpose,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0010401P03S01,Y12H0010401P03S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,240.09,
48,Y12H0010424P03JTE1,Y12H0010424P03,Y12H0010424,8,510,8,520,15,927,10,0,10,2.12,Port Phillip (C),Port Phillip (C),Primary School,Vehicle Passenger,2.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,407,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0010424P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,139.53,
49,Y12H0010424P04JTE1,Y12H0010424P04,Y12H0010424,8,510,8,520,15,927,10,0,10,2.12,Port Phillip (C),Port Phillip (C),Primary School,Vehicle Passenger,2.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,407,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0010424P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,137.26,
50,Y12H0010437P03JTE1,Y12H0010437P03,Y12H0010437,8,510,8,515,15,900,5,0,5,1.01,Port Phillip (C),Port Phillip (C),Special School,Vehicle Passenger,1.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,385,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Special School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0010437P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,141.08,
51,Y12H0010508P04JTE1,Y12H0010508P04,Y12H0010508,7,470,8,493,15,930,23,0,23,18.97,Brimbank (C),Wyndham (C),Secondary School,Vehicle Passenger,18.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,437,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0010508P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,131.99,
52,Y12H0010540P01JTE1,Y12H0010540P01,Y12H0010540,9,540,10,605,13,810,60,5,65,43.34,Hume (C),Darebin (C),Tertiary,Vehicle Driver,13.11,30.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,205,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Petrol Station,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Buy Something,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0010540P01S01,Y12H0010540P01S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,127.34,
53,Y12H0020112P02JTE1,Y12H0020112P02,Y12H0020112,8,480,8,510,9,555,30,0,30,10.32,Knox (C),Maroondah (C),Secondary School,Vehicle Passenger,10.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020112P02S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86.85,
54,Y12H0020133P05JTE1,Y12H0020133P05,Y12H0020133,8,480,8,505,15,945,24,1,25,13.46,Yarra Ranges (S),Knox (C),Secondary School,Vehicle Passenger,11.56,1.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,440,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Train Station,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pick-up or Drop-off Someone,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020133P05S01,Y12H0020133P05S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,143.09,
55,Y12H0020133P06JTE1,Y12H0020133P06,Y12H0020133,8,480,8,530,16,1015,50,0,50,24.37,Yarra Ranges (S),Maroondah (C),Secondary School,Train,11.56,11.91,0.9,N/A,N/A,N/A,N/A,N/A,N/A,1,0,485,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Train,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Train Station,Train Station,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020133P06S01,Y12H0020133P06S02,Y12H0020133P06S03,N/A,N/A,N/A,N/A,N/A,N/A,20,15,14,N/A,N/A,N/A,N/A,N/A,N/A,154.01,
56,Y12H0020138P03JTE1,Y12H0020138P03,Y12H0020138,8,500,8,520,15,935,20,0,20,6.78,Yarra Ranges (S),Yarra Ranges (S),Secondary School,Vehicle Passenger,6.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,415,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020138P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,111.87,
57,Y12H0020138P04JTE1,Y12H0020138P04,Y12H0020138,8,500,8,520,15,935,20,0,20,6.78,Yarra Ranges (S),Yarra Ranges (S),Secondary School,Vehicle Passenger,6.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,415,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020138P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,111.87,
58,Y12H0020202P02JTE1,Y12H0020202P02,Y12H0020202,8,510,9,540,15,915,30,0,30,1.28,Cardinia (S),Cardinia (S),Secondary School,Walking,1.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Walking,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020202P02S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,85.58,
59,Y12H0020203P04JTE1,Y12H0020203P04,Y12H0020203,8,480,8,492,18,1125,12,0,12,10.21,Cardinia (S),Cardinia (S),Secondary School,Vehicle Passenger,10.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,633,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020203P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89.93,
60,Y12H0020208P03JTE1,Y12H0020208P03,Y12H0020208,8,480,8,520,16,960,40,0,40,10.82,Cardinia (S),Cardinia (S),Secondary School,School Bus,0.12,10.45,0.25,N/A,N/A,N/A,N/A,N/A,N/A,5,0,440,N/A,N/A,N/A,N/A,N/A,N/A,Walking,School Bus,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Bus Stop,Bus Stop,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020208P03S01,Y12H0020208P03S02,Y12H0020208P03S03,N/A,N/A,N/A,N/A,N/A,N/A,5,27,3,N/A,N/A,N/A,N/A,N/A,N/A,110.49,
61,Y12H0020208P04JTE1,Y12H0020208P04,Y12H0020208,8,480,8,520,16,960,40,0,40,10.82,Cardinia (S),Cardinia (S),Secondary School,School Bus,0.12,10.45,0.25,N/A,N/A,N/A,N/A,N/A,N/A,5,0,440,N/A,N/A,N/A,N/A,N/A,N/A,Walking,School Bus,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Bus Stop,Bus Stop,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020208P04S01,Y12H0020208P04S02,Y12H0020208P04S03,N/A,N/A,N/A,N/A,N/A,N/A,5,27,3,N/A,N/A,N/A,N/A,N/A,N/A,113.05,
62,Y12H0020215P04JTE1,Y12H0020215P04,Y12H0020215,7,450,8,495,15,932,45,0,45,14.14,Cardinia (S),Cardinia (S),Secondary School,Train,0.92,1.4,11.2,0.62,N/A,N/A,N/A,N/A,N/A,7,5,0,437,N/A,N/A,N/A,N/A,N/A,Walking,Public Bus,Train,Walking,N/A,N/A,N/A,N/A,N/A,Bus Stop,Train Station,Train Station,Secondary School,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,Y12H0020215P04S01,Y12H0020215P04S02,Y12H0020215P04S03,Y12H0020215P04S04,N/A,N/A,N/A,N/A,N/A,10,6,7,10,N/A,N/A,N/A,N/A,N/A,118.93,
63,Y12H0020216P03JTE1,Y12H0020216P03,Y12H0020216,8,525,8,530,17,1040,5,0,5,2.3,Cardinia (S),Cardinia (S),Primary School,Vehicle Passenger,2.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,510,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020216P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,102.81,
64,Y12H0020225P04JTE1,Y12H0020225P04,Y12H0020225,8,490,8,510,15,940,20,0,20,11.38,Casey (C),Casey (C),Primary School,Vehicle Passenger,11.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,430,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020225P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.8,
65,Y12H0020226P02JTE1,Y12H0020226P02,Y12H0020226,8,480,9,570,18,1080,90,0,90,59.27,Casey (C),Darebin (C),Tertiary,Vehicle Driver,59.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,510,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020226P02S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.76,
66,Y12H0020229P02JTE1,Y12H0020229P02,Y12H0020229,7,420,8,510,12,720,90,0,90,51.88,Casey (C),Melbourne (C),Tertiary,Train,7.06,44.62,0.2,N/A,N/A,N/A,N/A,N/A,N/A,4,0,210,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,Train,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Train Station,Train Station,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020229P02S01,Y12H0020229P02S02,Y12H0020229P02S03,N/A,N/A,N/A,N/A,N/A,N/A,15,61,10,N/A,N/A,N/A,N/A,N/A,N/A,61.74,
67,Y12H0020230P03JTE1,Y12H0020230P03,Y12H0020230,8,490,8,525,15,925,35,0,35,19.76,Casey (C),Cardinia (S),Secondary School,School Bus,0.08,19.34,0.34,N/A,N/A,N/A,N/A,N/A,N/A,0,0,400,N/A,N/A,N/A,N/A,N/A,N/A,Walking,School Bus,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Bus Stop,Bus Stop,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020230P03S01,Y12H0020230P03S02,Y12H0020230P03S03,N/A,N/A,N/A,N/A,N/A,N/A,1,32,2,N/A,N/A,N/A,N/A,N/A,N/A,76.4,
68,Y12H0020230P04JTE1,Y12H0020230P04,Y12H0020230,8,490,8,525,15,930,35,0,35,19.15,Casey (C),Cardinia (S),Secondary School,School Bus,0.03,19.06,0.06,N/A,N/A,N/A,N/A,N/A,N/A,0,0,405,N/A,N/A,N/A,N/A,N/A,N/A,Walking,School Bus,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Bus Stop,Bus Stop,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020230P04S01,Y12H0020230P04S02,Y12H0020230P04S03,N/A,N/A,N/A,N/A,N/A,N/A,1,32,2,N/A,N/A,N/A,N/A,N/A,N/A,79.34,
69,Y12H0020238P02JTE1,Y12H0020238P02,Y12H0020238,8,480,8,525,15,915,45,0,45,20.16,Casey (C),Cardinia (S),Secondary School,School Bus,0.26,19.56,0.34,N/A,N/A,N/A,N/A,N/A,N/A,8,0,390,N/A,N/A,N/A,N/A,N/A,N/A,Walking,School Bus,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Bus Stop,Bus Stop,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020238P02S01,Y12H0020238P02S02,Y12H0020238P02S03,N/A,N/A,N/A,N/A,N/A,N/A,2,33,2,N/A,N/A,N/A,N/A,N/A,N/A,78.2,
70,Y12H0020238P03JTE1,Y12H0020238P03,Y12H0020238,8,480,8,520,15,945,40,0,40,8.67,Casey (C),Cardinia (S),Primary School,Vehicle Passenger,8.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,425,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020238P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.5,
71,Y12H0020239P03JTE1,Y12H0020239P03,Y12H0020239,8,530,8,536,9,570,6,0,6,0.51,Casey (C),Casey (C),Primary School,Vehicle Passenger,0.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020239P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.55,
72,Y12H0020239P04JTE1,Y12H0020239P04,Y12H0020239,8,530,8,536,9,570,6,0,6,0.51,Casey (C),Casey (C),Primary School,Vehicle Passenger,0.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020239P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.55,
73,Y12H0020308P02JTE1,Y12H0020308P02,Y12H0020308,9,570,9,595,11,700,25,0,25,11.96,Monash (C),Greater Dandenong (C),Special School,Vehicle Passenger,11.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,105,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Special School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020308P02S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,127.22,
74,Y12H0020325P03JTE1,Y12H0020325P03,Y12H0020325,8,480,8,495,12,720,15,0,15,3.61,Monash (C),Monash (C),Tertiary,Vehicle Driver,3.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,225,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020325P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,129.77,
75,Y12H0020331P03JTE1,Y12H0020331P03,Y12H0020331,7,460,8,510,17,1045,50,0,50,11.13,Monash (C),Whitehorse (C),Tertiary,Public Bus,0.99,9.77,0.37,N/A,N/A,N/A,N/A,N/A,N/A,3,0,535,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Public Bus,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Bus Stop,Bus Stop,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020331P03S01,Y12H0020331P03S02,Y12H0020331P03S03,N/A,N/A,N/A,N/A,N/A,N/A,5,37,5,N/A,N/A,N/A,N/A,N/A,N/A,170.12,
76,Y12H0020331P04JTE1,Y12H0020331P04,Y12H0020331,7,440,8,481,15,910,41,0,41,10.24,Monash (C),Boroondara (C),Secondary School,Tram,7.46,2.64,0.14,N/A,N/A,N/A,N/A,N/A,N/A,5,0,429,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Tram,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Tram Stop,Tram Stop,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y12H0020331P04S01,Y12H0020331P04S02,Y12H0020331P04S03,N/A,N/A,N/A,N/A,N/A,N/A,20,13,3,N/A,N/A,N/A,N/A,N/A,N/A,135.14,
